Accession	Requested_species	NCBI_organism	NCBI_accepted_species	Phylum	Class	Order	Family	Genus	Taxonomy_source
MF096455.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF096456.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF096457.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF096458.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF802942.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF802943.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
MF802944.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
PX387174.1	Linum usitatissimum	Linum usitatissimum	Linum usitatissimum	Tracheophyta	Magnoliopsida	Malpighiales	Linaceae	Linum	BOLD_GENUS_BACKBONE
KF516109.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516110.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516111.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516112.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516113.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516114.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516115.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516131.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KF516132.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
KJ206419.1	Liochlaena subulata	Liochlaena subulata	Liochlaena subulata	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Liochlaena	BOLD_GENUS_BACKBONE
AF055886.1	Liquidambar styraciflua	Liquidambar styraciflua	Liquidambar styraciflua	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	NCBI_LINEAGE
AF133227.1	Liquidambar styraciflua	Liquidambar styraciflua	Liquidambar styraciflua	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	NCBI_LINEAGE
AF133228.1	Liquidambar styraciflua	Liquidambar styraciflua	Liquidambar styraciflua	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	NCBI_LINEAGE
EU646183.1	Liquidambar styraciflua	Liquidambar styraciflua	Liquidambar styraciflua	Streptophyta	Magnoliopsida	Saxifragales	Altingiaceae	Liquidambar	NCBI_LINEAGE
JN999304.1	Listera cordata	Neottia cordata	Neottia cordata	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Neottia	BOLD_GENUS_BACKBONE
EU912092.1	Lloydia serotina	Gagea serotina	Gagea serotina	Tracheophyta	Liliopsida	Liliales	Liliaceae	Gagea	BOLD_GENUS_BACKBONE
JN999279.1	Loiseleuria procumbens	Kalmia procumbens	Kalmia procumbens	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Kalmia	NCBI_LINEAGE
DQ166226.1	Lotus borbasii	Lotus borbasii	Lotus borbasii	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250893.1	Lotus ornithopodioides	Lotus ornithopodioides	Lotus ornithopodioides	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
DQ160273.1	Lotus uliginosus	Lotus uliginosus	Lotus uliginosus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250922.1	Lotus uliginosus	Lotus uliginosus	Lotus uliginosus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
KT250923.1	Lotus uliginosus	Lotus uliginosus	Lotus uliginosus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	BOLD_GENUS_BACKBONE
GQ424543.1	Lunaria rediviva	Lunaria rediviva	Lunaria rediviva	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae	Lunaria	BOLD_GENUS_BACKBONE
KJ918497.1	Lychnis flos-cuculi	Silene flos-cuculi	Silene flos-cuculi	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	BOLD_GENUS_BACKBONE
U30983.1	Lychnis flos-cuculi	Silene flos-cuculi	Silene flos-cuculi	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene	BOLD_GENUS_BACKBONE
AF338755.1	Lycopodium annotinum	Spinulum annotinum	Spinulum annotinum	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Spinulum	NCBI_LINEAGE
KF977441.1	Lycopodium annotinum	Spinulum annotinum	Spinulum annotinum	Streptophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae	Spinulum	NCBI_LINEAGE
MN990522.1	Magnolia grandiflora	Magnolia grandiflora	Magnolia grandiflora	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	NCBI_LINEAGE
MN990563.1	Magnolia kobus	Magnolia kobus	Magnolia kobus	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	NCBI_LINEAGE
MN990498.1	Magnolia obovata	Magnolia obovata	Magnolia obovata	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Magnolia	NCBI_LINEAGE
KP056802.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KP056803.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KP056804.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KP056805.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KP056806.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972671.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972672.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972673.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972674.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972675.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972676.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972677.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972678.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KT972679.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KX549413.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KX810053.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
KY223642.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
MF349117.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
MK524266.1	Mahonia bealei	Berberis bealei	Berberis bealei	Tracheophyta	Magnoliopsida	Ranunculales	Berberidaceae	Berberis	BOLD_GENUS_BACKBONE
AF448792.1	Marsilea quadrifolia	Marsilea quadrifolia	Marsilea quadrifolia	Streptophyta	Polypodiopsida	Salviniales	Marsileaceae	Marsilea	NCBI_LINEAGE
AB683338.1	Matricaria perforata	Tripleurospermum inodorum	Tripleurospermum inodorum	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	NCBI_LINEAGE
AF155314.1	Matricaria perforata	Tripleurospermum inodorum	Tripleurospermum inodorum	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	NCBI_LINEAGE
JF907423.1	Matricaria perforata	Tripleurospermum inodorum	Tripleurospermum inodorum	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Tripleurospermum	NCBI_LINEAGE
AJ628340.1	Matthiola incana	Matthiola incana	Matthiola incana	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Matthiola	NCBI_LINEAGE
KF022689.1	Matthiola incana	Matthiola incana	Matthiola incana	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Matthiola	NCBI_LINEAGE
AF028437.1	Medicago carstiensis	Medicago carstiensis	Medicago carstiensis	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
Z99226.1	Medicago carstiensis	Medicago carstiensis	Medicago carstiensis	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF028456.1	Medicago orbicularis	Medicago orbicularis	Medicago orbicularis	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
Z97691.1	Medicago orbicularis	Medicago orbicularis	Medicago orbicularis	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF028462.1	Medicago prostrata	Medicago prostrata	Medicago prostrata	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF028466.1	Medicago rigidula	Medicago rigidula	Medicago rigidula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
KX027582.1	Medicago rigidula	Medicago rigidula	Medicago rigidula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
KX027589.1	Medicago rigidula	Medicago rigidula	Medicago rigidula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
Z92933.1	Medicago rigidula	Medicago rigidula	Medicago rigidula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF028424.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF074399.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF233339.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF246139.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
AF246140.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
DQ311983.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
JQ858260.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
Z92936.1	Medicago truncatula	Medicago truncatula	Medicago truncatula	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago	BOLD_GENUS_BACKBONE
JN832685.1	Melica picta	Melica picta	Melica picta	Tracheophyta	Liliopsida	Poales	Poaceae	Melica	BOLD_GENUS_BACKBONE
Z97688.1	Melilotus italicus	Melilotus italicus	Melilotus italicus	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Melilotus	BOLD_GENUS_BACKBONE
EU791841.1	Mesoptychia badensis	Mesoptychia badensis	Mesoptychia badensis	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KJ206387.1	Mesoptychia badensis	Mesoptychia badensis	Mesoptychia badensis	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KJ206383.1	Mesoptychia collaris	Mesoptychia collaris	Mesoptychia collaris	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KJ206384.1	Mesoptychia collaris	Mesoptychia collaris	Mesoptychia collaris	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KJ206385.1	Mesoptychia collaris	Mesoptychia collaris	Mesoptychia collaris	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KJ206386.1	Mesoptychia collaris	Mesoptychia collaris	Mesoptychia collaris	Marchantiophyta	Jungermanniopsida	Jungermanniales	Jungermanniaceae	Mesoptychia	BOLD_GENUS_BACKBONE
KC173735.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173736.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173737.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173738.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173739.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173740.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173741.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173742.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173743.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173744.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
KC173745.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
MN215986.1	Mespilus germanica	Mespilus germanica	Mespilus germanica	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Mespilus	NCBI_LINEAGE
AF387526.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
AF387527.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
AF387528.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
AF387529.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
AF387530.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
MF348973.1	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Metasequoia glyptostroboides	Streptophyta	Pinopsida	Cupressales	Cupressaceae	Metasequoia	NCBI_LINEAGE
MH613459.1	Microhypnum sauteri	Microhypnum sauteri	Microhypnum sauteri	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Microhypnum	NCBI_LINEAGE
MH613460.1	Microhypnum sauteri	Microhypnum sauteri	Microhypnum sauteri	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Microhypnum	NCBI_LINEAGE
MK211872.1	Microhypnum sauteri	Microhypnum sauteri	Microhypnum sauteri	Streptophyta	Bryopsida	Hypnales	Amblystegiaceae	Microhypnum	NCBI_LINEAGE
MK095641.1	Microrrhinum litorale	Microrrhinum litorale	Microrrhinum litorale	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Microrrhinum	NCBI_LINEAGE
AY880227.1	Microrrhinum minus	Chaenorhinum minus	Chaenorhinum minus	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Chaenorhinum	NCBI_LINEAGE
KX061032.1	Microrrhinum minus	Chaenorhinum minus	Chaenorhinum minus	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Chaenorhinum	NCBI_LINEAGE
AF478927.1	Mimulus guttatus	Erythranthe guttata	Erythranthe guttata	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe	NCBI_LINEAGE
AY575439.1	Mimulus guttatus	Erythranthe guttata	Erythranthe guttata	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe	NCBI_LINEAGE
AY575428.1	Mimulus moschatus	Erythranthe moschata	Erythranthe moschata	Streptophyta	Magnoliopsida	Lamiales	Phrymaceae	Erythranthe	NCBI_LINEAGE
KF737443.1	Minuartia austriaca	Sabulina austriaca	Sabulina austriaca	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737508.1	Minuartia austriaca	Sabulina austriaca	Sabulina austriaca	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KC958801.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958802.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958803.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958804.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958805.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958806.1	Minuartia capillacea	Cherleria capillacea	Cherleria capillacea	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KF737519.1	Minuartia glaucina	Sabulina glaucina	Sabulina glaucina	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737532.1	Minuartia glaucina	Sabulina glaucina	Sabulina glaucina	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737553.1	Minuartia glaucina	Sabulina glaucina	Sabulina glaucina	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737417.1	Minuartia hybrida	Sabulina tenuifolia	Sabulina tenuifolia	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737419.1	Minuartia hybrida	Sabulina tenuifolia	Sabulina tenuifolia	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737505.1	Minuartia hybrida	Sabulina tenuifolia	Sabulina tenuifolia	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
KF737510.1	Minuartia hybrida	Sabulina tenuifolia	Sabulina tenuifolia	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Sabulina	NCBI_LINEAGE
AY936237.1	Minuartia rupestris	Facchinia rupestris	Facchinia rupestris	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Facchinia	NCBI_LINEAGE
KY817662.1	Minuartia rupestris	Facchinia rupestris	Facchinia rupestris	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Facchinia	NCBI_LINEAGE
KY817663.1	Minuartia rupestris	Facchinia rupestris	Facchinia rupestris	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Facchinia	NCBI_LINEAGE
KC958857.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KC958858.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777075.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777076.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777077.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777078.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777079.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777080.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777081.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777082.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777083.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777084.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777085.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777086.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777087.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777088.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777089.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777090.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777091.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
KP777092.1	Minuartia sedoides	Cherleria sedoides	Cherleria sedoides	Streptophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cherleria	NCBI_LINEAGE
